id,title,adult,genres,original_language,popularity,release_date,runtime,vote_average,vote_count,actors,director,keywords,release_year,num_genres,main_genre,num_actors,main_actor,rounded_averages,log_vote_count,log_popularity,log_runtime
508883,The Boy and the Heron,False,"['Animation', 'Adventure', 'Fantasy']",ja,501.597,2023-07-14,124,7.465,871,"['Soma Santoki', 'Masaki Suda', 'Ko Shibasaki', 'Yoshino Kimura']",Hayao Miyazaki,"['based on novel or book', 'loss of loved one', 'world war ii', 'education', 'bullying', 'coming of age', 'spirituality', 'poverty', 'teenage boy', 'troubled childhood', 'moving to a city', 'anime', 'hand drawn animation', 'magic world', 'courage']",2023,3,Animation,4,Soma Santoki,7.5,6.77078942390898,6.219788656130277,4.8283137373023015
792307,Poor Things,False,"['Science Fiction', 'Romance', 'Comedy']",en,494.869,2023-12-07,141,8.178,618,"['Emma Stone', 'Mark Ruffalo', 'Willem Dafoe', 'Ramy Youssef']",Yorgos Lanthimos,"['based on novel or book', 'obsession', 'crooked lawyer', 'love', 'domestic abuse', 'female protagonist', 'doctor', 'prostitution', 'cruelty', 'scientist', 'disfigured face', 'exploring sexuality', 'female empowerment', 'female sexuality', 'brain transplant', 'absurdism', 'spousal abuse', ""women's liberation"", 'victorian era', 'frankenstein', 'body horror']",2023,3,Science Fiction,4,Emma Stone,8.2,6.428105272684596,6.206311778937747,4.955827057601261
872585,Oppenheimer,False,"['Drama', 'History']",en,463.169,2023-07-19,181,8.114,6461,"['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.']",Christopher Nolan,"['husband wife relationship', 'based on novel or book', 'politics', 'atomic bomb', 'professor', 'patriotism', 'new mexico', 'world war ii', 'hallucination', 'atomic bomb test', 'surrealism', 'physics', 'biography', 'berkeley', 'based on true story', 'physicist', 'jewish american', 'interrogation', 'guilt', 'nonlinear timeline', 'historical event', 'nuclear weapons', 'communism', 'red scare', 'mccarthyism', 'top secret project', 'moral dilemma', 'usa politics', '1940s', 'ethics', 'quantum physics', 'antisemitism', 'apocalyptic vision', 'new mexico desert', 'male protagonist', '20th century', 'manhattan project', 'affair', 'los alamos', 'hiroshima and nagasaki bombings']",2023,2,Drama,4,Cillian Murphy,8.1,8.773694146384443,6.140248710050677,5.204006687076795
982940,Due Justice,False,"['Crime', 'Thriller', 'Action']",en,445.866,2023-11-24,98,7.143,7,"['Kellan Lutz', 'William Forsythe', 'Jeff Fahey', 'Efren Ramirez']",Javier Reyna,"['crime boss', 'vigilante', 'crime syndicate', 'murder of family', 'vengeance', 'revenge thriller', 'vigilante justice', 'organ trafficking', 'attorney', 'abducted daughter']",2023,3,Crime,4,Kellan Lutz,7.1,2.0794415416798357,6.102258773385323,4.59511985013459
1028703,The OctoGames,False,"['Thriller', 'Action', 'Horror']",en,443.902,2022-10-07,88,5.911,56,"['Lacy Hartselle', 'Cale Adcock', 'Luv Patel', 'Henry Haggard']",Aaron Mirtes,"['遊戲', '挑戰極限', '組團打怪']",2022,3,Thriller,4,Lacy Hartselle,5.9,4.04305126783455,6.097854033194115,4.48863636973214
933131,Badland Hunters,False,"['Action', 'Science Fiction', 'Drama']",ko,443.734,2024-01-26,109,6.869,88,"['Ma Dong-seok', 'Lee Hee-jun', 'Lee Jun-young', 'Roh Jeong-eui']",Heo Myeong-haeng,"['post-apocalyptic future', 'earthquake', 'badlands', 'based on webcomic or webtoon', 'seoul, south korea']",2024,3,Action,4,Ma Dong-seok,6.9,4.48863636973214,6.0974763506318155,4.700480365792417
899445,Deep Fear,False,"['Action', 'Mystery', 'Thriller', 'Horror']",en,438.565,2023-10-18,84,5.917,103,"['Mãdãlina Ghenea', 'Ed Westwick', 'Macarena Gómez', 'Stany Coppet']",Marcus Adams,['shark'],2023,4,Action,4,Mãdãlina Ghenea,5.9,4.6443908991413725,6.085785601525403,4.442651256490317
926599,All Fun and Games,False,"['Horror', 'Thriller']",en,437.959,2023-08-30,77,5.8,64,"['Asa Butterfield', 'Natalia Dyer', 'Benjamin Evan Ainsworth', 'Laurel Marsden']",Eren Celeboglu,"['salem, massachusetts', 'deadly game', 'cursed object', 'salem witch']",2023,2,Horror,4,Asa Butterfield,5.8,4.174387269895637,6.084406014636224,4.356708826689592
1230393,Monsters 103 Mercies Dragon Damnation,False,"['Animation', 'Action', 'Fantasy', 'Adventure']",ja,426.947,2024-01-21,26,8.378,37,"['Yoshimasa Hosoya', 'Kana Hanazawa', 'Hiroki Touchi', 'Mitsuaki Madono']",Sunghoo Park,"['based on manga', 'anime']",2024,4,Animation,4,Yoshimasa Hosoya,8.4,3.6375861597263857,6.058999356138308,3.295836866004329
1029575,The Family Plan,False,"['Action', 'Comedy']",en,421.368,2023-12-14,119,7.366,825,"['Mark Wahlberg', 'Michelle Monaghan', 'Maggie Q', 'Zoe Colletti']",Simon Cellan Jones,"['assassin', 'las vegas', 'family', 'duringcreditsstinger', 'hidden identity', 'family trip', 'roadtrip', 'former soldier', 'father and son']",2023,2,Action,4,Mark Wahlberg,7.4,6.716594773520978,6.045876971946544,4.787491742782046
385687,Fast X,False,"['Action', 'Crime', 'Thriller']",en,380.186,2023-05-17,142,7.161,4786,"['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris']",Louis Leterrier,"['sequel', 'revenge', 'betrayal', 'racing', 'family', 'cliffhanger', 'cars']",2023,3,Action,4,Vin Diesel,7.2,8.473659189392508,5.943287444977609,4.962844630259907
1211957,The Painter,False,"['Action', 'Thriller']",en,370.9,2024-01-05,100,7.209,43,"['Charlie Weber', 'Jon Voight', 'Madison Bailey', 'Max Montesi']",Kimani Ray Smith,"['killer', 'mysterious woman', 'black ops', 'ex-cia agent']",2024,2,Action,4,Charlie Weber,7.2,3.784189633918261,5.918625000931025,4.61512051684126
918692,Granit,False,"['Action', 'War']",ru,360.245,2021-12-29,100,7.125,24,"['Aleksandr Baranovskiy', 'Oleg Chernov', 'Mark Gavrilov', 'Evgeny Dobryakov']",Denis Neimand,[],2021,2,Action,4,Aleksandr Baranovskiy,7.1,3.2188758248682006,5.889556398500407,4.61512051684126
810271,The Resort,False,['Horror'],en,353.605,2021-04-30,75,4.476,103,"['Bianca Haase', ""Brock O'Hurn"", 'Michael Vlamis', 'Michelle Randolph']",Taylor Chien,"['helicopter', 'hawaii', 'haunting', 'waterfall', 'resort', 'security guard', 'tropical island', 'ghost', 'told in flashback']",2021,1,Horror,4,Bianca Haase,4.5,4.6443908991413725,5.871004493935509,4.330733340286331
1214314,One More Shot,False,"['Action', 'Thriller']",en,352.071,2024-01-12,102,6.818,85,"['Scott Adkins', 'Michael Jai White', 'Alexis Knapp', 'Meena Rayann']",James Nunn,[],2024,2,Action,4,Scott Adkins,6.8,4.454347296253507,5.866669169853214,4.634728988229636
466420,Killers of the Flower Moon,False,"['Crime', 'History', 'Drama']",en,349.281,2023-10-18,206,7.533,2184,"['Leonardo DiCaprio', 'Lily Gladstone', 'Robert De Niro', 'Jesse Plemons']",Martin Scorsese,"['husband wife relationship', 'based on novel or book', 'war veteran', 'fbi', 'greed', 'oklahoma', 'manipulation', 'native american', 'based on true story', 'murder', 'racism', 'series of murders', 'genocide', 'period drama', 'courtroom', 'guilt', 'true crime', 'oil industry', 'death of sister', 'catholicism', 'uncle nephew relationship', 'catholic guilt', 'hopeless', '1920s', 'osage indian', 'gullibility', 'poisoning', 'diabetes', 'anxious', 'revisionist western', 'meta', 'male protagonist', 'western', 'shot on film', 'gloomy']",2023,3,Crime,4,Leonardo DiCaprio,7.5,7.68937110752969,5.858735689508919,5.332718793265369
695721,The Hunger Games: The Ballad of Songbirds & Snakes,False,"['Drama', 'Science Fiction', 'Action']",en,347.215,2023-11-15,157,7.223,1620,"['Tom Blyth', 'Rachel Zegler', 'Peter Dinklage', 'Jason Schwartzman']",Francis Lawrence,"['daughter', 'based on novel or book', 'arena', 'fight', 'mentor', 'dystopia', 'riot', 'exploration', 'president', 'prequel', 'survival', 'murder', 'snow', 'creature', 'battle', 'spin off', 'fight to the death', 'young adult', 'origin story', 'based on young adult novel', 'death game', 'teenager']",2023,3,Drama,4,Tom Blyth,7.2,7.390798521735676,5.852820105096637,5.062595033026967
346698,Barbie,False,"['Comedy', 'Adventure', 'Fantasy']",en,334.145,2023-07-19,114,7.1,7156,"['Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Kate McKinnon']",Greta Gerwig,"['feminism', 'satire', 'patriarchy', 'based on toy', 'female protagonist', 'doll', 'fantasy world', 'motherhood', 'existentialism', 'woman director', 'mother daughter relationship', 'gender discrimination', 'barbie', 'secret world']",2023,3,Comedy,4,Margot Robbie,7.1,8.875846177738598,5.81456327399956,4.74493212836325
924763,Weekend Warriors,False,"['Action', 'Thriller']",en,329.816,2021-04-01,93,8.133,15,"['Corbin Bernsen', 'Jason London', 'Jason Michael Carroll', 'Jack Gross']",Ritchie Greer,[],2021,2,Action,4,Corbin Bernsen,8.1,2.772588722239781,5.801562329573574,4.543294782270004
863851,Mírame,False,['Horror'],es,318.157,2021-08-20,96,6.983,59,"['Axel Alpuche', 'Regina Reynoso', 'Darío T. Pie', 'Leticia Huijara']",Pavel Cantú,"['family secrets', 'murder', 'swimmer', 'ghost', 'xochimilco', 'haunted']",2021,1,Horror,4,Axel Alpuche,7.0,4.0943445622221,5.765683144721758,4.574710978503383
1155089,Justice League: Crisis on Infinite Earths Part One,False,"['Animation', 'Science Fiction', 'Action']",en,307.116,2024-01-09,93,7.68,142,"['Matt Bomer', 'Jensen Ackles', 'Darren Criss', 'Meg Donnelly']",Jeff Wamester,"['superhero', 'villain', 'end of the world', 'based on graphic novel', 'superhero team', 'parallel universe', 'dcamu (tomorrowverse)']",2024,3,Animation,4,Matt Bomer,7.7,4.962844630259907,5.730476335445417,4.543294782270004
901362,Trolls Band Together,False,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']",en,299.141,2023-10-12,91,7.2,587,"['Anna Kendrick', 'Justin Timberlake', 'Camila Cabello', 'Eric André']",Walt Dohrn,"['pop star', 'brother', 'musical', 'sequel', 'based on toy', 'troll', 'duringcreditsstinger', 'reunite', 'sister sister relationship', 'brother brother relationship', 'jukebox musical']",2023,5,Animation,4,Anna Kendrick,7.2,6.376726947898627,5.704252364240797,4.5217885770490405
603692,John Wick: Chapter 4,False,"['Action', 'Thriller', 'Crime']",en,298.326,2023-03-22,170,7.754,5493,"['Keanu Reeves', 'Donnie Yen', 'Bill Skarsgård', 'Ian McShane']",Chad Stahelski,"['new york city', 'martial arts', 'hitman', 'sequel', 'organized crime', 'osaka, japan', 'blindness', 'aftercreditsstinger', 'hunted', 'consequences', 'professional assassin', 'neo-noir', 'male protagonist', 'berlin']",2023,3,Action,4,Keanu Reeves,7.8,8.611411866655219,5.701533280447573,5.14166355650266
897087,Freelance,False,"['Action', 'Comedy']",en,295.697,2023-10-05,108,6.549,496,"['John Cena', 'Alison Brie', 'Juan Pablo Raba', 'Alice Eve']",Pierre Morel,"[""coup d'etat"", 'dictatorship', 'political assassination', 'duringcreditsstinger', 'investigative journalism', 'ex special forces', 'fictional city']",2023,2,Action,4,John Cena,6.5,6.208590026096629,5.692711416022199,4.6913478822291435
1216784,Sunrise,False,"['Horror', 'Thriller']",en,295.452,2024-01-19,84,8.192,13,"['Guy Pearce', 'Alex Pettyfer', 'Olwen Fouéré', 'Crystal Yu']",Andrew Baird,"['ex-cop', 'rural town']",2024,2,Horror,4,Guy Pearce,8.2,2.6390573296152584,5.691885316630872,4.442651256490317
667538,Transformers: Rise of the Beasts,False,"['Action', 'Adventure', 'Science Fiction']",en,294.011,2023-06-06,127,7.379,3943,"['Anthony Ramos', 'Dominique Fishback', 'Peter Cullen', 'Ron Perlman']",Steven Caple Jr.,"['peru', 'alien', 'end of the world', 'based on toy', 'robot', 'duringcreditsstinger', '1990s', 'brother brother relationship', 'transformers']",2023,3,Action,4,Anthony Ramos,7.4,8.279950715722526,5.6870126437802275,4.852030263919617
940721,Godzilla Minus One,False,"['Science Fiction', 'Horror', 'Action']",ja,293.947,2023-11-03,125,7.9,377,"['Ryunosuke Kamiki', 'Hidetaka Yoshioka', 'Minami Hamabe', 'Kuranosuke Sasaki']",Takashi Yamazaki,"['monster', 'loss of loved one', 'giant monster', 'kamikaze', 'duty', 'atomic bomb test', 'radioactivity', 'naval combat', 'reboot', 'kaiju', 'duringcreditsstinger', 'post war japan', '1940s', 'naval battle', 'naval battleship', 'found family', 'godzilla', 'war orphan', 'survivor guilt']",2023,3,Science Fiction,4,Ryunosuke Kamiki,7.9,5.934894195619588,5.6867956791818965,4.836281906951478
891699,Silent Night,False,"['Action', 'Adventure', 'Thriller']",en,293.759,2023-11-30,104,6.176,364,"['Joel Kinnaman', 'Kid Cudi', 'Harold Torres', 'Catalina Sandino Moreno']",John Woo,"['holiday', 'revenge', 'death of son', 'christmas', 'no dialogue']",2023,3,Action,4,Joel Kinnaman,6.2,5.8998973535824915,5.686158073302462,4.653960350157523
1071215,Thanksgiving,False,"['Horror', 'Mystery', 'Thriller']",en,292.843,2023-11-16,106,6.695,595,"['Patrick Dempsey', 'Nell Verlaque', 'Addison Rae', 'Ty Olsson']",Eli Roth,"['small town', 'sadism', 'holiday', 'massachusetts', 'thanksgiving', 'dark comedy', 'riot', 'plymouth', 'murder', 'serial killer', 'consumerism', 'slasher', 'whodunit', 'aftercreditsstinger', 'murder spree', 'teenage killer', 'black friday', 'based on short film', 'holidays', 'revenge slasher', 'stalked by a killer', 'revenge horror', 'masked killer', 'teen slasher', 'holiday horror']",2023,3,Horror,4,Patrick Dempsey,6.7,6.39024066706535,5.683045611097192,4.672828834461906
848326,Rebel Moon - Part One: A Child of Fire,False,"['Science Fiction', 'Drama', 'Action']",en,292.002,2023-12-15,134,6.421,1343,"['Sofia Boutella', 'Michiel Huisman', 'Ed Skrein', 'Djimon Hounsou']",Zack Snyder,"['space war', 'space', 'space opera', 'space adventure', 'action hero', 'alien spaceship', 'super hero girls', 'space vessel']",2023,3,Science Fiction,4,Sofia Boutella,6.4,7.203405521083095,5.680179434932337,4.90527477843843
569094,Spider-Man: Across the Spider-Verse,False,"['Animation', 'Action', 'Adventure', 'Science Fiction']",en,289.679,2023-05-31,140,8.374,5647,"['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac']",Joaquim Dos Santos,"['new york city', 'sacrifice', 'superhero', 'comic book', 'based on comic', 'sequel', 'romance', 'alternate dimension', 'india', 'alternate version', 'super power', 'brooklyn, new york city', 'superhero team', 'spider bite', 'super villain', 'cliffhanger', 'teen superhero', 'chelsea', 'alternate universe', 'teen romance', 'female superhero', 'slow burn romance', 'interdimensional travel', 'defying fate']",2023,4,Animation,4,Shameik Moore,8.4,8.639056779173078,5.672219565533353,4.948759890378168
502356,The Super Mario Bros. Movie,False,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",en,277.627,2023-04-05,93,7.695,7928,"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black']",Michael Jelenic,"['gorilla', 'plumber', 'anthropomorphism', 'magic mushroom', 'based on video game', 'toad', 'aftercreditsstinger', 'duringcreditsstinger', 'damsel in distress', 'piano', 'brother brother relationship', 'evil king', 'mario']",2023,5,Animation,4,Chris Pratt,7.7,8.978282203272398,5.629873969787045,4.543294782270004
76600,Avatar: The Way of Water,False,"['Science Fiction', 'Adventure', 'Action']",en,272.893,2022-12-14,192,7.638,10728,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang']",James Cameron,"['dying and death', 'loss of loved one', 'alien life-form', 'resurrection', 'dysfunctional family', 'sequel', 'alien planet', 'distant future', 'adopted child', 'rebirth', 'family dynamics', 'adopted son', 'stronger villain', 'war']",2022,3,Science Fiction,4,Sam Worthington,7.6,9.280705634636746,5.612737519169908,5.262690188904886
927107,The Bricklayer,False,"['Action', 'Thriller']",en,267.493,2023-12-14,110,6.115,74,"['Aaron Eckhart', 'Nina Dobrev', 'Clifton Collins Jr.', 'Tim Blake Nelson']",Renny Harlin,"['blackmail', 'conspiracy', 'ex-cia agent', 'journalist killed']",2023,2,Action,4,Aaron Eckhart,6.1,4.31748811353631,5.5928248428455705,4.709530201312334
299054,Expend4bles,False,"['Action', 'Adventure', 'Thriller']",en,266.347,2023-09-15,103,6.405,1072,"['Jason Statham', 'Sylvester Stallone', '50 Cent', 'Megan Fox']",Scott Waugh,"['sequel', 'nuclear bomb', 'cargo ship', 'ring']",2023,3,Action,4,Jason Statham,6.4,6.9782137426306985,5.588547440086224,4.6443908991413725
854006,Ox-Head Village,False,"['Horror', 'Drama']",ja,265.979,2022-02-18,115,5.208,24,"['Kōki', 'Riku Hagiwara', 'Fumiya Takahashi', 'Haruka Imou']",Takashi Shimizu,"['missing person', 'japanese folklore']",2022,2,Horror,4,Kōki,5.2,3.2188758248682006,5.58717000362165,4.7535901911063645
1010581,My Fault,False,"['Drama', 'Romance']",es,263.931,2023-06-08,117,8.037,2197,"['Nicole Wallace', 'Gabriel Guevara', 'Marta Hazas', 'Iván Sánchez']",Domingo González,"['stepbrother', 'female protagonist', 'stepsister', 'rise', 'enemies to lovers', 'passion and romance', 'car']",2023,2,Drama,4,Nicole Wallace,8.0,7.6953031349635665,5.579469414723662,4.770684624465665
678512,Sound of Freedom,False,"['Action', 'Drama']",en,263.759,2023-07-03,131,8.058,1870,"['Jim Caviezel', 'Mira Sorvino', 'Bill Camp', 'Gerardo Taracena']",Alejandro Gómez Monteverde,"['pedophilia', 'kidnapping', 'human trafficking', 'based on true story', 'scam', 'child kidnapping', 'grooming', 'lost children', 'children in danger', 'colombia']",2023,2,Action,4,Jim Caviezel,8.1,7.534228326274089,5.578819978237999,4.882801922586371
1075794,Leo,False,"['Animation', 'Comedy', 'Family']",en,262.138,2023-11-17,102,7.538,892,"['Adam Sandler', 'Bill Burr', 'Cecily Strong', 'Jason Alexander']",Robert Smigel,"['classroom', 'musical', 'bucket list']",2023,3,Animation,4,Adam Sandler,7.5,6.794586580876499,5.572678609391973,4.634728988229636
744857,When Evil Lurks,False,"['Horror', 'Thriller']",es,260.075,2023-10-05,99,7.367,483,"['Ezequiel Rodríguez', 'Demián Salomón', 'Silvina Sabater', 'Virginia Garófalo']",Demián Rugna,"['farm', 'small town', 'shotgun', 'village', 'possession', 'gore', 'goat', 'demon', 'police officer', 'dog', 'ex-wife', 'evil', 'brother brother relationship', 'brutal violence']",2023,2,Horror,4,Ezequiel Rodríguez,7.4,6.182084906716632,5.564807722365612,4.605170185988092
507089,Five Nights at Freddy's,False,"['Horror', 'Mystery']",en,259.863,2023-10-25,110,7.719,3276,"['Josh Hutcherson', 'Piper Rubio', 'Elizabeth Lail', 'Matthew Lillard']",Emma Tammi,"['night shift', 'child murder', 'restaurant', 'custody battle', 'child in peril', 'orphan', 'security guard', 'based on video game', 'duringcreditsstinger', 'troubled past', 'child neglect', 'animatronic', 'abandoned building', 'brother sister relationship', 'ghost child', 'child abduction']",2023,2,Horror,4,Josh Hutcherson,7.7,8.094683648698815,5.56399536529769,4.709530201312334
843380,Dead for a Dollar,False,"['Western', 'Thriller', 'Action']",en,259.808,2022-09-30,106,5.893,206,"['Christoph Waltz', 'Willem Dafoe', 'Rachel Brosnahan', 'Hamish Linklater']",Walter Hill,[],2022,3,Western,4,Christoph Waltz,5.9,5.332718793265369,5.56378450442866,4.672828834461906
79026,El padrino: The Latin Godfather,False,"['Action', 'Crime', 'Drama']",en,259.766,2004-09-27,128,6.756,39,"['Damian Chapa', 'Sal Lopez', 'Emilio Rivera', 'Jennifer Tilly']",Damian Chapa,[],2004,3,Action,4,Damian Chapa,6.8,3.6888794541139363,5.563623453455679,4.859812404361672
575264,Mission: Impossible - Dead Reckoning Part One,False,"['Action', 'Thriller']",en,255.722,2023-07-08,164,7.576,2979,"['Tom Cruise', 'Hayley Atwell', 'Ving Rhames', 'Simon Pegg']",Christopher McQuarrie,"['race against time', 'mission', 'rome, italy', 'chase', 'secret mission', 'secret agent', 'sequel', 'intelligence agency', 'rogue agent', 'based on tv series', 'secret government agency', 'northern norway']",2023,2,Action,4,Tom Cruise,7.6,7.9996785794994505,5.547993787360223,5.10594547390058
852445,Acid,False,"['Drama', 'Fantasy']",fr,253.89,2023-09-20,99,5.842,76,"['Guillaume Canet', 'Laetitia Dosch', 'Patience Munchenbach', 'Felicia Talluto']",Just Philippot,[],2023,2,Drama,4,Guillaume Canet,5.8,4.343805421853684,5.540832079541503,4.605170185988092
1072342,Night Swim,False,"['Horror', 'Thriller']",en,250.904,2024-01-03,98,6.003,160,"['Wyatt Russell', 'Kerry Condon', 'Amélie Hoeferle', 'Gavin Warren']",Bryce McGuire,"['supernatural', 'swimming pool', 'evil spirit', 'teenage girl', 'real estate agent', '1990s', 'pool party', 'pool', '2000s', 'supernatural horror', 'based on short film', 'night swimming', 'horror']",2024,2,Horror,4,Wyatt Russell,6.0,5.081404364984463,5.529048062549679,4.59511985013459
506517,My Grandpa is an Alien,False,"['Adventure', 'Family', 'Science Fiction']",hr,244.579,2019-03-21,79,7.2,22,"['Lana Hranjec', 'Ozren Grabarić', 'Nils Ole Oftebro', 'Petra Polnišová']",Dražen Žarković,['woman director'],2019,3,Adventure,4,Lana Hranjec,7.2,3.1354942159291497,5.503618687731243,4.382026634673881
